source_lang,target_lang,train_dataset,dataset_size,test_dataset,m2m100_ft_spBLEU_mean,m2m100_ft_spBLEU_se,m2m100_ft_chrF2++_mean,m2m100_ft_chrF2++_se,m2m100_ft_BLEU_mean,m2m100_ft_BLEU_se,m2m100_ft_chrF2_mean,m2m100_ft_chrF2_se,m2m100_ft_TER_mean,m2m100_ft_TER_se,m2m100_ft_comet_score_mean,m2m100_ft_comet_score_se,m2m100_noft_spBLEU_mean,m2m100_noft_spBLEU_se,m2m100_noft_chrF2++_mean,m2m100_noft_chrF2++_se,m2m100_noft_BLEU_mean,m2m100_noft_BLEU_se,m2m100_noft_chrF2_mean,m2m100_noft_chrF2_se,m2m100_noft_TER_mean,m2m100_noft_TER_se,m2m100_noft_comet_score_mean,m2m100_noft_comet_score_se,small100_ft_spBLEU_mean,small100_ft_spBLEU_se,small100_ft_chrF2++_mean,small100_ft_chrF2++_se,small100_ft_BLEU_mean,small100_ft_BLEU_se,small100_ft_chrF2_mean,small100_ft_chrF2_se,small100_ft_TER_mean,small100_ft_TER_se,small100_ft_comet_score_mean,small100_ft_comet_score_se,small100_noft_spBLEU_mean,small100_noft_spBLEU_se,small100_noft_chrF2++_mean,small100_noft_chrF2++_se,small100_noft_BLEU_mean,small100_noft_BLEU_se,small100_noft_chrF2_mean,small100_noft_chrF2_se,small100_noft_TER_mean,small100_noft_TER_se,small100_noft_comet_score_mean,small100_noft_comet_score_se,nllb_ft_spBLEU_mean,nllb_ft_spBLEU_se,nllb_ft_chrF2++_mean,nllb_ft_chrF2++_se,nllb_ft_BLEU_mean,nllb_ft_BLEU_se,nllb_ft_chrF2_mean,nllb_ft_chrF2_se,nllb_ft_TER_mean,nllb_ft_TER_se,nllb_ft_comet_score_mean,nllb_ft_comet_score_se,nllb_noft_spBLEU_mean,nllb_noft_spBLEU_se,nllb_noft_chrF2++_mean,nllb_noft_chrF2++_se,nllb_noft_BLEU_mean,nllb_noft_BLEU_se,nllb_noft_chrF2_mean,nllb_noft_chrF2_se,nllb_noft_TER_mean,nllb_noft_TER_se,nllb_noft_comet_score_mean,nllb_noft_comet_score_se,trfm_spBLEU_mean,trfm_spBLEU_se,trfm_chrF2++_mean,trfm_chrF2++_se,trfm_BLEU_mean,trfm_BLEU_se,trfm_chrF2_mean,trfm_chrF2_se,trfm_TER_mean,trfm_TER_se,trfm_comet_score_mean,trfm_comet_score_se,genetic,geographic,syntactic,inventory,phonological,featural,dev_size,test_size,train_word_vocab_size,dev_word_vocab_size,test_word_vocab_size,avg_train_sentence_length,avg_dev_sentence_length,avg_test_sentence_length,train_dev_word_overlap,train_test_word_overlap,dev_test_word_overlap,ttr_train,ttr_dev,ttr_test,train_dev_ttr_distance,train_test_ttr_distance,dev_test_ttr_distance,train_dev_jsd,train_test_jsd,dev_test_jsd,train_dev_tf_idf,train_test_tf_idf,dev_test_tf_idf,train_dev_st_similarity,train_test_st_similarity,dev_test_st_similarity,eng_target,morphological
eng,tam,MT560_WikiMatrix,212172,MT560_JoshuaIndianCorpus,5.1,0.5,15.5,0.8,1.6,0.3,17.2,0.9,112.4,2.4,0.6194,0.1904,3.4,0.3,15.8,0.5,1.2,0.3,17.7,0.6,109.3,2.0,0.6368,0.17,6.8,0.6,19.2,0.8,1.9,0.3,21.5,0.9,106.9,2.4,0.6489,0.1948,6.2,0.4,21.4,0.6,1.8,0.3,24.3,0.7,98.1,1.7,0.6844,0.1718,19.4,0.8,36.7,0.8,5.5,0.6,41.6,0.8,85.9,1.1,0.8288,0.1448,19.1,0.8,36.7,0.8,5.0,0.6,41.8,0.8,87.9,1.1,0.8216,0.1336,2.5,0.3,12.5,0.5,0.8,0.3,13.7,0.6,105.2,1.3,0.5873,0.1828,1.0,0.3158,0.6755,0.5014,0.0,0.5779,997.0,2803.0,1447.0,69.0,85.0,47.65399298682201,90.02507522567703,36.72779165180164,0.0455145118733509,0.054177545691906,0.448051948051948,0.0001431136849815,0.0007687594005904,0.0008256595562808,0.6623325073731697,0.6833790555492966,0.0047492484072385,0.274664733093331,0.2354968803732636,0.0871880269133218,0.0434876464765691,0.0380615367263445,0.0036339726543498,0.1585423350334167,0.0551026463508605,0.2235348224639892,0.0,0.6018
eng,tam,MT560_WikiMatrix,212172,bible,0.6,0.2,13.8,0.4,0.0,0.0,16.5,0.5,147.0,5.4,0.4442,0.1344,2.2,0.3,22.0,0.6,0.0,0.0,25.9,0.7,120.4,3.1,0.6246,0.1805,0.7,0.1,13.7,0.4,0.0,0.0,16.3,0.5,173.9,6.9,0.4347,0.1485,4.2,0.3,24.9,0.5,0.3,0.2,29.4,0.6,114.2,1.9,0.66,0.1473,17.7,1.0,36.8,0.9,3.9,0.7,42.3,0.9,100.3,1.9,0.8307,0.0882,24.9,1.1,43.5,0.9,6.4,0.8,49.4,0.9,84.0,1.3,0.8374,0.0936,0.3,0.2,14.5,0.3,0.0,0.0,17.4,0.3,113.2,2.5,0.4413,0.1013,1.0,0.3158,0.6755,0.5014,0.0,0.5779,997.0,1000.0,1447.0,69.0,38.0,47.65399298682201,90.02507522567703,87.981,0.0455145118733509,0.0255892255892255,0.3551401869158878,0.0001431136849815,0.0007687594005904,0.0004319114354235,0.6623325073731697,0.4470933462163055,0.6082448647441205,0.2746647330933309,0.316826737586506,0.1027632916817683,0.0434876464765691,0.0788051404959765,0.0592066510825602,0.1585423350334167,0.275661826133728,0.3536489605903625,0.0,0.6018
eng,tam,MT560_WikiMatrix,212172,newsdev2020,4.1,0.4,14.6,0.7,0.7,0.2,16.5,0.9,115.1,1.6,0.5606,0.1661,3.9,0.3,20.2,0.6,0.9,0.2,23.3,0.7,108.4,2.0,0.6243,0.1898,9.0,0.5,26.4,0.7,1.9,0.3,30.5,0.9,105.5,1.8,0.6495,0.1771,6.1,0.3,24.9,0.6,1.4,0.2,28.7,0.7,98.3,1.0,0.6518,0.1849,28.7,0.7,48.3,0.6,9.2,0.6,54.6,0.6,79.4,0.9,0.8941,0.0687,29.4,0.7,49.0,0.5,9.4,0.6,55.3,0.5,77.9,0.9,0.8962,0.0697,1.2,0.2,11.4,0.4,0.1,0.1,12.9,0.5,107.7,0.9,0.4863,0.1195,1.0,0.3158,0.6755,0.5014,0.0,0.5779,997.0,1989.0,1447.0,69.0,67.0,47.65399298682201,90.02507522567703,87.7727501256913,0.0455145118733509,0.0442536327608982,0.4926470588235294,0.0001431136849815,0.0007687594005904,0.0003837782105624,0.6623325073731697,0.3932452913808926,1.0062789644836951,0.2746647330933309,0.2909542892061467,0.0437534464029698,0.0434876464765691,0.0435501280999798,0.002411073016639,0.1585423350334167,0.1229846477508544,0.1158158183097839,0.0,0.6018
eng,tam,MT560_WikiMatrix,212172,MT560_wiki_titles,0.6,0.3,2.2,0.3,0.0,0.0,2.3,0.4,110.4,2.8,0.5973,0.1247,1.3,0.3,7.3,0.4,0.4,0.4,8.7,0.4,111.0,1.4,0.6251,0.13,0.4,0.2,2.0,0.2,0.0,0.0,2.0,0.3,105.5,0.9,0.6119,0.1306,2.2,0.4,6.8,0.5,0.6,0.7,7.7,0.6,101.0,1.0,0.6472,0.1461,42.2,1.5,49.9,1.3,16.6,2.6,56.0,1.3,66.3,1.6,0.8647,0.1356,44.8,1.4,52.8,1.3,19.6,3.0,58.8,1.3,64.0,1.7,0.8823,0.1246,0.1,0.1,1.0,0.2,0.0,0.0,0.8,0.2,105.3,0.8,0.6096,0.1267,1.0,0.3158,0.6755,0.5014,0.0,0.5779,997.0,2000.0,1447.0,69.0,60.0,47.65399298682201,90.02507522567703,11.37,0.0455145118733509,0.039814200398142,0.4651162790697674,0.0001431136849815,0.0007687594005904,0.0026385224274406,0.6623325073731697,0.8944618137792228,0.5021709148811223,0.2746647330933309,0.3133282688714048,0.138472223596707,0.0434876464765691,0.0814076226279111,0.0902627730415064,0.1585423350334167,0.157462477684021,0.3521264195442199,0.0,0.6018
eng,tam,MT560_WikiMatrix,212172,flores,6.7,0.7,18.2,1.2,1.9,0.4,20.1,1.4,109.4,2.5,0.5635,0.1716,3.9,0.4,18.6,0.8,1.4,0.4,21.1,0.9,107.1,2.3,0.5463,0.1789,12.9,0.8,30.6,1.1,3.8,0.5,34.5,1.2,100.6,2.7,0.6589,0.185,8.4,0.6,26.9,0.9,2.8,0.4,30.1,1.1,93.6,1.4,0.6008,0.1895,35.3,1.2,53.5,0.8,14.4,1.1,59.2,0.8,71.5,1.3,0.8939,0.0581,34.9,1.1,53.0,0.9,14.5,1.1,58.7,0.8,71.0,1.3,0.891,0.0697,2.0,0.3,14.0,0.6,0.5,0.2,15.6,0.7,104.6,1.2,0.4737,0.1112,1.0,0.3158,0.6755,0.5014,0.0,0.5779,997.0,1012.0,1447.0,69.0,70.0,47.65399298682201,90.02507522567703,94.27766798418972,0.0455145118733509,0.04614370468029,0.4892086330935252,0.0001431136849815,0.0007687594005904,0.0007336834051294,0.6623325073731697,0.6479253317132911,0.0022856125828658,0.2746647330933309,0.2806842390642253,0.0214252383642323,0.0434876464765691,0.044371872582264,0.0113308717150127,0.1585423350334167,0.1547915339469909,0.0116151571273803,0.0,0.6018
eng,tam,MT560_WikiMatrix,212172,pmindia,2.4,0.4,11.5,0.9,0.4,0.2,12.8,1.1,117.5,2.6,0.5757,0.1556,2.9,0.4,18.5,0.8,0.7,0.2,21.4,0.9,110.5,2.8,0.6403,0.189,6.5,0.6,22.0,1.0,1.4,0.3,25.3,1.2,109.2,2.6,0.6569,0.1731,4.5,0.4,20.8,0.8,1.0,0.3,24.0,1.0,100.8,1.5,0.635,0.2197,25.0,1.1,45.2,0.8,7.4,0.7,51.1,0.9,82.4,1.6,0.9094,0.0601,26.0,1.1,46.3,0.8,8.3,0.8,52.2,0.8,79.9,1.5,0.9122,0.059,1.3,0.3,10.0,0.6,0.1,0.2,11.1,0.7,113.2,2.0,0.5114,0.1136,1.0,0.3158,0.6755,0.5014,0.0,0.5779,997.0,1000.0,1447.0,69.0,69.0,47.65399298682201,90.02507522567703,76.04,0.0455145118733509,0.0455145118733509,0.4927536231884058,0.0001431136849815,0.0007687594005904,0.000907417148869,0.6623325073731697,0.7094432984226391,0.0233493245269672,0.2746647330933309,0.2921875549877147,0.0608857793893265,0.0434876464765691,0.0471686653272214,0.0706708454828813,0.1585423350334167,0.2882519364356994,0.2466124296188354,0.0,0.6018
tgl,eng,MT560_OPUS_OpenSubtitles_v2018,15161,flores,30.8,1.1,51.6,0.9,23.8,1.1,53.1,0.8,58.7,1.2,0.7343,0.1219,29.6,1.1,52.0,0.8,23.1,1.0,53.5,0.8,60.8,1.3,0.7298,0.1238,33.5,1.0,54.7,0.8,26.2,1.0,56.2,0.8,54.5,1.1,0.7661,0.1094,33.7,1.2,55.4,0.8,26.7,1.0,57.0,0.8,54.7,1.2,0.7621,0.1166,50.9,1.2,67.4,0.9,44.0,1.3,68.6,0.9,38.5,1.1,0.8704,0.0594,50.9,1.2,67.4,0.8,43.8,1.2,68.6,0.8,39.0,1.1,0.8715,0.058,0.2,0.0,9.8,0.2,0.1,0.1,10.9,0.2,379.2,14.7,0.2643,0.0486,1.0,0.3864,0.5873,0.461,0.3277,0.55,997.0,1012.0,37.0,36.0,39.0,24.31900961735216,102.60080240722166,106.64229249011858,0.4931506849315068,0.4868421052631579,0.48,0.0001037748814301,0.0003519302396058,0.0003613721020737,0.4972034614596144,0.5081279704534215,0.0006826625776725,0.0743081249054704,0.0776923972878577,0.010981016109552,0.0132362201354854,0.0149263529230996,0.003912699935678,0.4865932464599609,0.4999207258224487,0.0265035033226013,1.0,0.763
tgl,eng,MT560_OPUS_OpenSubtitles_v2018,15161,OPUS_bible,19.1,0.9,40.0,0.8,15.9,0.9,40.4,0.7,69.7,1.2,0.63,0.1114,17.9,1.0,39.7,0.9,14.7,0.9,40.1,0.9,76.8,2.5,0.6055,0.1304,22.7,0.9,44.5,0.8,18.7,0.9,45.1,0.7,64.7,1.2,0.6626,0.1082,22.8,1.0,44.4,0.8,18.6,1.0,45.0,0.8,67.4,2.4,0.6549,0.1213,38.1,1.1,57.9,0.9,31.6,1.1,58.9,0.9,51.4,1.2,0.8124,0.0658,37.6,1.2,57.5,0.9,31.0,1.1,58.5,0.9,52.2,1.2,0.8115,0.0652,0.1,0.1,11.8,0.2,0.0,0.0,12.8,0.2,346.0,12.5,0.2815,0.0545,1.0,0.3864,0.5873,0.461,0.3277,0.55,997.0,1000.0,37.0,36.0,26.0,24.31900961735216,102.60080240722166,102.895,0.4931506849315068,0.4126984126984127,0.4193548387096774,0.0001037748814301,0.0003519302396058,0.0002526847757422,0.4972034614596144,0.3472873448027662,0.1542634993989586,0.0743081249054706,0.0700075085697726,0.0965353424826632,0.0132362201354854,0.011359435556089,0.0527620475682261,0.4865932464599609,0.3995861411094665,0.6048687100410461,1.0,0.763
tgl,eng,MT560_OPUS_OpenSubtitles_v2018,15161,bible,16.7,0.8,38.0,0.7,13.8,0.8,38.3,0.7,70.7,1.2,0.6137,0.1089,17.2,0.9,38.6,0.8,13.6,0.9,38.9,0.8,76.5,2.4,0.5979,0.127,19.5,0.9,41.8,0.8,16.2,0.9,42.3,0.7,66.7,1.2,0.6422,0.1051,21.0,0.9,42.6,0.8,16.9,1.0,42.9,0.8,68.2,2.4,0.6427,0.1191,25.3,0.9,47.9,0.8,20.0,0.9,49.2,0.8,60.9,1.1,0.7623,0.0759,25.0,0.9,47.6,0.8,19.9,0.9,48.9,0.8,61.6,1.1,0.7614,0.0748,0.0,0.0,11.9,0.2,0.0,0.0,12.9,0.2,335.0,12.1,0.2749,0.0519,1.0,0.3864,0.5873,0.461,0.3277,0.55,997.0,1000.0,37.0,36.0,26.0,24.31900961735216,102.60080240722166,106.373,0.4931506849315068,0.4126984126984127,0.4193548387096774,0.0001037748814301,0.0003519302396058,0.0002444229268705,0.4972034614596144,0.3311185578383894,0.1934604225618504,0.0743081249054706,0.0858842310453509,0.1004950779764226,0.0132362201354854,0.0183201541735901,0.0409112845872029,0.4865932464599609,0.4369269609451294,0.638806939125061,1.0,0.763
tgl,eng,MT560_OPUS_OpenSubtitles_v2018,15161,MT560_OPUS_OpenSubtitles_v2018,20.0,2.4,34.6,2.1,9.9,2.1,34.9,2.1,84.4,3.2,0.7429,0.1578,12.2,2.1,26.4,1.9,5.9,1.6,27.0,1.9,100.2,4.2,0.6282,0.1567,19.3,2.4,35.4,1.9,10.0,2.1,36.0,1.9,82.3,3.1,0.7551,0.1567,13.9,2.1,28.1,1.9,6.3,1.5,28.6,2.0,95.4,3.3,0.6504,0.1717,28.1,2.6,43.3,2.3,15.2,2.6,44.1,2.3,75.4,3.6,0.8063,0.1441,26.7,2.6,43.6,2.3,14.7,2.6,44.3,2.3,82.8,4.3,0.7919,0.1395,5.6,1.5,19.9,1.7,2.0,0.9,19.4,1.6,162.5,27.7,0.6183,0.2086,1.0,0.3864,0.5873,0.461,0.3277,0.55,997.0,500.0,37.0,36.0,33.0,24.31900961735216,102.60080240722166,17.648,0.4931506849315068,0.4714285714285714,0.4782608695652174,0.0001037748814301,0.0003519302396058,0.0037398005439709,0.4972034614596144,0.945272445766734,0.8206475389727124,0.0743081249054706,0.0333554665033718,0.0834270175771804,0.0132362201354854,0.0057078084474594,0.0135997915861119,0.4865932464599609,0.0560882687568664,0.5140387415885925,1.0,0.763
tgl,eng,MT560_OPUS_OpenSubtitles_v2018,15161,MT560_WikiMatrix,7.2,0.7,22.5,0.7,4.9,0.6,23.9,0.7,90.4,0.8,0.5358,0.1518,7.5,0.7,22.8,0.7,5.2,0.6,24.2,0.7,91.3,1.0,0.5372,0.1515,7.1,0.7,22.4,0.7,4.9,0.6,23.9,0.7,90.9,1.0,0.5341,0.1517,7.3,0.8,22.6,0.7,5.1,0.6,24.1,0.7,91.0,1.1,0.5356,0.1537,8.1,0.9,23.1,0.8,6.0,0.7,24.6,0.8,89.6,0.9,0.5561,0.1535,8.3,0.9,23.3,0.8,6.0,0.7,24.9,0.8,89.9,0.9,0.558,0.153,0.0,0.0,8.7,0.2,0.0,0.0,9.7,0.2,214.2,7.6,0.2429,0.0508,1.0,0.3864,0.5873,0.461,0.3277,0.55,997.0,2000.0,37.0,36.0,909.0,24.31900961735216,102.60080240722166,123.9585,0.4931506849315068,0.0380549682875264,0.0380952380952381,0.0001037748814301,0.0003519302396058,0.003666549692034,0.4972034614596144,0.9441947812782704,0.8172448621954834,0.0743081249054706,0.1323545558462009,0.0924319687252555,0.0132362201354854,0.021095492996691,0.010910346455239,0.4865932464599609,0.4711394309997558,0.2757956981658935,1.0,0.763
tgl,eng,MT560_OPUS_OpenSubtitles_v2018,15161,MT560_OPUS_Tatoeba,30.6,2.9,45.7,2.5,25.5,3.3,46.0,2.5,61.7,3.0,0.7205,0.1915,17.4,2.5,33.4,2.1,14.4,2.6,33.5,2.2,78.4,3.3,0.6153,0.1852,36.2,3.1,52.1,2.3,30.2,3.4,52.6,2.4,51.4,3.0,0.779,0.1781,19.7,2.4,36.8,2.1,15.9,2.5,37.0,2.2,73.9,3.0,0.6352,0.1915,56.8,3.3,69.1,2.4,51.4,3.7,69.5,2.4,34.4,2.9,0.891,0.1203,54.3,3.2,67.8,2.2,48.6,3.5,68.3,2.2,36.9,2.9,0.8887,0.117,5.7,1.1,20.4,1.2,2.9,1.0,20.2,1.2,112.7,7.1,0.4834,0.166,1.0,0.3864,0.5873,0.461,0.3277,0.55,997.0,500.0,37.0,36.0,30.0,24.31900961735216,102.60080240722166,23.43,0.4931506849315068,0.4477611940298507,0.4545454545454545,0.0001037748814301,0.0003519302396058,0.0025608194622279,0.4972034614596144,0.920594019570488,0.7440291465488542,0.0743081249054706,0.0390639691433746,0.0919942224327673,0.0132362201354854,0.0055608322939821,0.0128538472727471,0.4865932464599609,0.0818665027618408,0.4846071004867553,1.0,0.763
xho,eng,MT560_OPUS_memat,153763,MT560_OPUS_XhosaNavy,29.5,1.6,49.4,1.0,23.8,1.2,50.5,1.0,61.5,1.8,0.6822,0.1297,12.1,0.9,32.8,0.8,9.2,0.8,34.3,0.8,84.3,2.0,0.5492,0.1201,37.1,1.4,55.1,1.1,31.1,1.4,56.2,1.2,50.3,1.6,0.7196,0.1243,9.7,0.8,29.6,0.7,6.4,0.7,31.2,0.7,91.2,2.7,0.5122,0.1081,40.6,1.4,57.5,1.1,34.7,1.5,58.5,1.1,48.0,1.6,0.7572,0.1129,31.0,1.3,50.5,1.0,26.6,1.3,51.6,1.0,55.5,1.6,0.7313,0.1104,48.5,1.6,62.3,1.3,42.7,1.7,63.2,1.3,43.0,1.7,0.7313,0.142,1.0,0.3573,0.6421,0.5032,0.3433,0.5768,997.0,1000.0,45.0,36.0,36.0,60.90587462523494,102.60080240722166,68.491,0.4444444444444444,0.4444444444444444,0.5,4.805089550852263e-06,0.0003519302396058,0.0005256165043582,0.9728793618719904,0.9817999401156772,0.1091925387833123,0.031234241768227,0.0361174013255919,0.0525047871128406,0.0263839807498626,0.0291650232600149,0.0308667373376225,0.2516281604766845,0.3253632187843323,0.4120598435401916,1.0,0.6632
xho,eng,MT560_OPUS_memat,153763,flores,19.3,1.0,41.8,0.8,13.9,0.8,43.4,0.8,72.9,1.4,0.6287,0.1179,20.2,1.0,40.9,0.8,14.0,0.9,42.4,0.8,73.1,1.4,0.6233,0.1231,21.4,0.9,43.6,0.7,15.6,0.9,45.1,0.7,68.2,2.0,0.6495,0.1097,16.5,1.0,36.8,0.7,10.3,0.7,38.4,0.7,79.1,2.0,0.5676,0.1128,41.4,1.2,59.3,0.9,34.4,1.2,60.6,0.9,46.8,1.2,0.8071,0.0755,40.7,1.2,58.6,0.9,33.7,1.2,59.9,0.9,46.8,1.2,0.8092,0.0758,9.5,0.5,31.8,0.5,6.8,0.5,33.3,0.5,81.8,1.1,0.5037,0.0813,1.0,0.3573,0.6421,0.5032,0.3433,0.5768,997.0,1012.0,45.0,36.0,39.0,60.90587462523494,102.60080240722166,106.64229249011858,0.4444444444444444,0.4642857142857143,0.48,4.805089550852263e-06,0.0003519302396058,0.0003613721020737,0.9728793618719904,0.9735832213602352,0.0006826625776725,0.031234241768227,0.0313733809554536,0.0109810161095522,0.0263839807498626,0.0256488007000456,0.003912699935678,0.2516281604766845,0.252398669719696,0.0265035033226013,1.0,0.6632
xho,eng,MT560_OPUS_memat,153763,bible,22.8,0.9,45.5,0.8,18.1,1.0,46.5,0.8,66.3,1.6,0.6568,0.0969,8.4,0.6,28.9,0.7,6.3,0.6,29.6,0.7,94.0,2.6,0.4931,0.1091,27.7,1.0,49.2,0.8,22.2,1.0,50.1,0.8,59.1,1.5,0.6844,0.0963,5.2,0.5,25.2,0.7,3.9,0.5,26.0,0.7,120.2,6.4,0.4487,0.1045,42.4,1.1,61.6,0.8,36.1,1.2,62.6,0.8,42.6,1.1,0.7664,0.0707,26.5,1.0,48.7,0.8,21.3,1.0,50.0,0.8,60.1,1.2,0.7328,0.0762,26.6,1.0,47.7,0.8,21.0,1.0,48.6,0.8,61.0,1.2,0.6529,0.1007,1.0,0.3573,0.6421,0.5032,0.3433,0.5768,997.0,1000.0,45.0,36.0,26.0,60.90587462523494,102.60080240722166,106.373,0.4444444444444444,0.3661971830985915,0.4193548387096774,4.805089550852263e-06,0.0003519302396058,0.0002444229268705,0.9728793618719904,0.9610686428791908,0.1934604225618504,0.031234241768227,0.086823708401443,0.1004950779764225,0.0263839807498626,0.0419788947886555,0.0409112845872029,0.2516281604766845,0.4094059467315674,0.638806939125061,1.0,0.6632
xho,eng,MT560_OPUS_memat,153763,MT560_OPUS100,24.7,1.2,43.6,1.0,19.9,1.1,44.5,1.0,70.9,1.6,0.6344,0.1505,7.9,0.7,27.5,0.7,6.1,0.7,28.6,0.7,95.4,2.2,0.5211,0.141,30.2,1.3,47.5,1.1,24.6,1.3,48.5,1.1,63.8,1.7,0.6603,0.1537,5.8,0.6,24.6,0.7,4.0,0.6,25.7,0.7,109.9,4.8,0.5013,0.1344,37.5,1.6,53.1,1.3,32.7,1.6,53.8,1.2,57.1,1.7,0.6946,0.1541,28.1,1.2,46.0,1.1,23.5,1.3,47.0,1.0,66.6,1.7,0.6683,0.1473,35.2,1.3,50.5,1.1,29.9,1.3,51.3,1.1,60.4,1.6,0.6443,0.1634,1.0,0.3573,0.6421,0.5032,0.3433,0.5768,997.0,1929.0,45.0,36.0,36.0,60.90587462523494,102.60080240722166,60.111456713322966,0.4444444444444444,0.4444444444444444,0.5,4.805089550852263e-06,0.0003519302396058,0.0003104652666982,0.9728793618719904,0.9692854194481004,0.0178376127326536,0.031234241768227,0.021171578095924,0.0293455026339074,0.0263839807498626,0.0218655498198059,0.0019911157507944,0.2516281604766845,0.0212252736091613,0.2516441941261291,1.0,0.6632
xho,eng,MT560_OPUS_memat,153763,MT560_OPUS_memat,16.7,0.9,41.9,0.7,14.2,0.7,43.6,0.7,73.8,1.5,0.6487,0.1004,6.7,0.5,30.9,0.7,6.4,0.5,32.6,0.7,94.4,2.9,0.5435,0.113,23.3,0.9,45.6,0.7,19.2,0.9,47.2,0.7,64.1,1.3,0.6767,0.0928,4.5,0.4,27.6,0.6,4.4,0.4,29.1,0.6,101.8,3.7,0.4988,0.1011,29.5,1.0,50.6,0.7,25.6,1.0,52.1,0.7,57.9,1.2,0.7408,0.084,23.9,0.9,46.3,0.7,21.1,0.9,47.8,0.7,63.8,1.2,0.7203,0.0849,16.9,0.8,39.5,0.6,13.0,0.7,41.2,0.6,73.7,1.1,0.6099,0.0898,1.0,0.3573,0.6421,0.5032,0.3433,0.5768,997.0,1000.0,45.0,36.0,37.0,60.90587462523494,102.60080240722166,111.88,0.4444444444444444,0.4512195121951219,0.4931506849315068,4.805089550852263e-06,0.0003519302396058,0.000330711476582,0.9728793618719904,0.971152004150362,0.0041166277029384,0.031234241768227,0.0493950726485264,0.045696833476901,0.0263839807498626,0.0265134381792882,0.0142105112239891,0.2516281604766845,0.3869838714599609,0.3812431097030639,1.0,0.6632
eng,tgl,MT560_OPUS_OpenSubtitles_v2018,15161,MT560_OPUS_Tatoeba,13.2,2.1,39.1,1.8,11.0,1.9,40.3,1.9,81.1,3.3,0.7144,0.1604,10.5,1.5,34.9,1.8,8.1,1.6,36.4,1.8,91.7,3.6,0.6987,0.1601,21.1,2.3,46.3,1.8,17.5,2.5,47.7,1.8,68.4,3.0,0.7719,0.1528,13.5,1.9,38.0,1.8,11.0,2.0,39.4,1.8,81.5,3.1,0.7316,0.1559,37.0,2.8,60.6,2.0,30.9,3.2,62.3,2.0,55.2,3.5,0.8567,0.1212,35.6,2.8,59.9,2.1,30.5,3.2,61.7,2.0,56.5,3.6,0.848,0.1279,8.2,1.5,28.5,1.5,7.3,1.6,29.4,1.5,85.6,2.5,0.5891,0.1641,1.0,0.3864,0.5873,0.461,0.3277,0.55,997.0,500.0,36.0,38.0,29.0,27.31518995975718,130.40320962888666,28.384,0.4864864864864865,0.4461538461538462,0.4328358208955223,8.989482305702328e-05,0.0002922807125496,0.002043404735062,0.4794685712875795,0.9139500216843344,0.734387068427288,0.0662076504674129,0.0648773275681327,0.0900940281472107,0.0099968622028697,0.0044108218717837,0.0099034622894652,0.1805682182312011,0.0224084258079528,0.1620205044746399,0.0,0.763
eng,tgl,MT560_OPUS_OpenSubtitles_v2018,15161,MT560_OPUS_OpenSubtitles_v2018,10.3,1.6,32.0,1.5,4.7,1.2,33.5,1.6,92.4,3.3,0.7181,0.1522,7.5,1.5,27.3,1.6,3.5,1.1,29.0,1.7,106.1,4.4,0.6739,0.1491,14.3,1.9,35.8,1.7,7.6,1.8,37.6,1.8,83.0,3.1,0.7597,0.1414,9.2,1.7,30.4,1.6,4.3,1.3,32.5,1.7,97.3,3.5,0.7005,0.1416,14.0,1.7,38.4,1.6,7.9,1.7,40.5,1.7,84.3,3.2,0.7633,0.1418,14.0,2.0,38.4,1.8,9.2,2.1,40.4,1.9,85.7,3.8,0.7563,0.1409,7.2,1.5,25.0,1.6,2.9,1.2,25.8,1.7,93.7,4.0,0.6704,0.1818,1.0,0.3864,0.5873,0.461,0.3277,0.55,997.0,500.0,36.0,38.0,33.0,27.31518995975718,130.40320962888666,22.02,0.4864864864864865,0.4782608695652174,0.4647887323943662,8.989482305702328e-05,0.0002922807125496,0.0029972752043596,0.4794685712875795,0.9409151672246326,0.8144783194959918,0.0662076504674129,0.0381760716023949,0.0830800080255838,0.0099968622028697,0.0041079486361453,0.0133728791894073,0.1805682182312011,0.0137814879417419,0.2216207981109619,0.0,0.763
eng,tgl,MT560_OPUS_OpenSubtitles_v2018,15161,bible,10.0,0.5,37.5,0.6,9.7,0.6,38.8,0.6,73.5,1.0,0.578,0.1041,10.4,0.6,37.7,0.7,9.5,0.6,39.1,0.7,77.3,1.3,0.587,0.1081,13.6,0.6,41.8,0.6,13.1,0.7,43.4,0.6,68.2,1.5,0.6482,0.1031,14.8,0.7,41.6,0.8,13.2,0.8,43.2,0.8,72.1,1.2,0.6329,0.1271,30.5,1.0,56.4,0.7,25.7,1.0,58.5,0.7,54.6,1.0,0.8066,0.0724,35.0,1.0,59.4,0.7,28.7,1.1,61.4,0.7,51.7,1.1,0.8122,0.0729,1.6,0.2,21.1,0.3,1.2,0.2,22.2,0.3,133.3,5.7,0.3915,0.0587,1.0,0.3864,0.5873,0.461,0.3277,0.55,997.0,1000.0,36.0,38.0,25.0,27.31518995975718,130.40320962888666,131.582,0.4864864864864865,0.4098360655737705,0.3968253968253968,8.989482305702328e-05,0.0002922807125496,0.0001899955921022,0.4794685712875795,0.2775797480456959,0.2898263523204357,0.0662076504674129,0.1075435384874274,0.1004945696297827,0.0099968622028697,0.0139013129550747,0.0139888312825446,0.1805682182312011,0.1756183505058288,0.0577444434165954,0.0,0.763
