cv_rmse,test_source_rmse,test_target_rmse,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,eta,n_estimators,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
11.258047503615702,33.24445311527285,27.530149912477594,0.13191888,0.15851064,0.20400366,0.16350223,0.15617123,0.18589334,0.07489789666280901,3950.0,0.021691457355613127,2.49141424186303,2.425084378989259,afr,False,False,True,False,False,False,False
11.275410700279568,12.150067757519162,12.468753167696425,0.46030086,0.08442974,0.12702101,0.112045564,0.09896069,0.11724216,0.08749977022083469,4200.0,0.024731451143189732,0.2247108886651625,0.4202182570397268,ind,False,False,True,False,False,False,False
11.355196711611379,11.45090263948007,14.280739306120537,0.45915103,0.09097484,0.12466111,0.110114954,0.098388515,0.11670959,0.0890535875171066,3850.0,0.05784996278450339,0.5715198048323792,0.5489401401354747,som,False,False,True,False,False,False,False
11.368794414395804,14.444115311669549,14.546342029297595,0.47257313,0.089334086,0.12509674,0.10852529,0.09217949,0.11229129,0.08427606589672246,3700.0,0.027854673572447048,5.508805698884752,5.064523103691486,wol,False,False,True,False,False,False,False
11.405278857718423,6.741210391174036,6.753804091407465,0.48364854,0.0882015,0.12060155,0.10805881,0.091333784,0.10815583,0.08890020941184237,3150.0,0.01868442765938661,1.149044311832882,2.108359351421626,ewe,False,False,True,False,False,False,False
11.317894732707076,13.191365979833748,18.482079421825283,0.46599475,0.089922346,0.12264477,0.11108081,0.09240264,0.11795469,0.08839859987147665,3850.0,0.025187199703635157,1.7366595108262999,1.3787818034867805,khm,False,False,True,False,False,False,False
11.387176258629149,3.6767803514779245,6.5224906855795055,0.52799344,0.08446082,0.11568542,0.09812258,0.080042355,0.09369539,0.08583539081742889,2550.0,0.015214175935768095,2.4995955302882793,2.3476045462330677,bak,False,False,True,False,False,False,False
11.360929086930168,16.724774539178863,20.19972286210526,0.43601337,0.09296353,0.1303086,0.1133764,0.09864661,0.12869146,0.09324518363367248,4050.0,0.015966209233070232,1.2239832285674834,1.086061494014094,plt,False,False,True,False,False,False,False
11.392806419984492,11.979573833735444,10.59041812886682,0.487255,0.08801215,0.12299073,0.10528932,0.08788843,0.10856438,0.08727909450352758,3150.0,0.010575530085587155,0.7326817051221529,0.6551287667946435,kat,False,False,True,False,False,False,False
11.17404659883687,5.438226209180566,24.816930071647533,0.56892765,0.08153077,0.094618976,0.09327035,0.07447831,0.087173864,0.07130782409410737,2700.0,0.04441491575488532,0.08905762806634797,0.31519172896735076,hau,False,False,True,False,False,False,False
11.296252110512441,16.3673871498602,16.22274609653916,0.54894286,0.08334684,0.10465519,0.09551797,0.07482676,0.09271038,0.062308010324063544,3850.0,0.009475353688668585,1.8229138989601748,1.6507325689845103,pan,False,False,True,False,False,False,False
11.407996106471241,18.195046647438648,19.140967648568946,0.4928537,0.09341809,0.11552179,0.100701176,0.10097375,0.09653154,0.08226744753263202,3300.0,0.053831342186823145,2.893706044918781,3.0669240330136187,ceb,False,False,True,False,False,False,False
11.361291951037202,11.296128167500125,9.903229386369826,0.49462003,0.0867948,0.119834624,0.10345316,0.09040765,0.104889795,0.09093516893565776,2850.0,0.03992065029226342,0.6104277543506396,0.4119006636312901,sna,False,False,True,False,False,False,False
11.31780917434294,13.171065878539343,16.596225272770507,0.46546745,0.084282935,0.124971665,0.10420103,0.10029578,0.12078114,0.0934609155525136,3200.0,0.043114429891521824,1.0907932346481493,1.1644269694065539,mri,False,False,True,False,False,False,False
11.352033305069508,12.958537543293392,8.711665706782464,0.43720418,0.09251641,0.12862535,0.11536908,0.10230611,0.123978935,0.1,3950.0,0.029931896215513665,0.6969321575700468,0.3452095042420611,ibo,False,False,True,False,False,False,False
